2,5471	827,5
2,525	844,4
2,575	831,3
2,6092	841
2,6165	836,9
2,7262	995,3
2,7326	859
2,7594	850,4
2,7323	926,8
2,9019	921
2,717	943,9
2,6819	953,7
2,5871	973,8
2,6255	987,5
2,8066	963,6
2,8086	999,7
2,7842	994
2,6722	1115,3
2,7636	981,6
2,7823	977,6
2,8262	1056,9
2,7631	1073,7
2,7162	1071,6
2,6133	1080,5
2,5497	1128,5
